Problem Name	00intro	01circleArea	02circleCirc	03square	04circle	05circle	06circle	07circle	08circle	09fence	10pool	11semicircle	12add	13add	14subtract	15subtract	16quarterCircle	17star	18shaded	19shaded	20pill	21mix	22mix	23shaded	24tail	25shaded	26icecream
%(-5411906426741932829)%	-	-	This is step 1 of finding the circumference of the circle. Enter the length of the circle's radius here. 	-	"This is step 3, the last step, of solving the radius from the circle's area. We are taking one step back from the 'square of the radius' (R^2) to the 'radius' (R). How can you take a step back from 'R^2' to 'R'?"	"This is step 3, the last step, of solving the radius from the circle's circumference. We are taking one step back from the 'diameter' (2R) to the 'radius'. How can you take a step back from the value of '2R' from 'R'?"	-	"It is easier to solve for the diameter (D) from the circumference (C), but you can still solve for the radius (R) by 'undoing' the steps of finding the circumference: 1. multiplying the radius by 2, and 2. multiplying the result by pi."	"It is easier to solve for the diameter (D) from the circumference (C), but you can still solve for the radius (R) by 'undoing' the steps of finding the circumference: 1. multiplying the radius by 2, and 2. multiplying the result by pi."	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(4123849586540867204)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(5894497482494545469)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(-3167662934146036390)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(-2748758391692102150)%	-	-	-	-	-	-	"<%=ifThen(hasValue(q2b),""You've correctly entered the length of the diameter (2 radii). What is the last thing you must multiply to 24 in order to get the circumference?"",""Uh oh! We cannot give you more hints because either you have not entered the length of the diameter, or entered it incorrectly."")%>"	-	-	-	-	"Arcs are obtained by taking a piece from a full circle's circumference. Since Arc CD belongs to the semicircle, arc CD is the half-piece of the circumference if the semicircle was a full circle."	"There are no simple formula for finding areas of complex shapes. But, not if you separate the complex shapes into simple shapes you know! Review the diagram again. See how shape C is made up by adding shape A and shape B together."	-	-	-	-	The complex shape is made by subtracting the quarter-circles from the square.	The complex shape is made by subtracting the circle from the square.	-	-	The complex shape is made by addition of a triangle and a square.	-	The red shape is made by subtracting the triangle from the square.	-	-	-
%(-7869875974969033122)%	-	-	-	-	-	-	"<%=ifThen(hasValue(q3b),""Take a look at the formula for finding the circumference (C) of the circle: it is '2R * pi' (diameter times pi). So all you have to do is multiply 2R by pi."","""")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"<%=ifThen(hasValue(q3c,q3d),""You have correctly found the areas of the triangle and the square! Subtract the triangle from the square to find the area of the complex shape!"",""What are the areas of the triangle and the square?"")%> "	-	-	-
%(5894498482518545534)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(-768565983681295556)%	-	-	-	-	-	-	-	Enter the value of the circle's circumference here. 	Enter the value of the circle's circumference here. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(101940242170413070)%	-	-	"<%=ifThen(hasValue(q4b),""You've correctly entered the length of the diameter (2 radii). What is the last thing you must multiply to 12 in order to get the circumference?"",""Uh oh! We cannot give you more hints because you have either not entered the value for the diameter yet, or entered it incorrectly."")%>"	-	What information is given in this question? Read question 2 again carefully.	What information is given in this question? Read question 2 again carefully.	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(101941242174413067)%	-	-	"<%=ifThen(hasValue(q4b),""Take a look at the formula for finding the circumference (C) of the circle: it is '2R * pi' (diameter times pi). So all you have to do is multiply 2R by pi."","""")%>"	-	"The area is 81*pi square centimeters. Enter the it into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	"The circumference is 16*pi feet. Enter it into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	-	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(6193488556246359970)%	-	-	"<%=ifThen(hasValue(q1b),""Take a look at the formula for finding the area (A) of the circle: it is 'R^2 * pi' (radius squared times pi). So all you have to do is multiply your value of R^2 by pi."","""")%>"	"<%=ifThen(hasValue(q1a),""To get the perimeter of the square, add the lengths of all 4 sides together, or use the quicker way: multiply the length of one of the side by 4."",""You have not correctly entered the length of a side of the square. How will you find the perimeter without knowing the length of any of the side of the square?"")%>"	"<%=ifThen(hasValue(q1b),""Take a look at the formula for finding the area (A) of the circle: it is 'R^2 * pi' (radius squared times pi). So all you have to do is multiply your value of R^2 by pi."","""")%>"	"<%=ifThen(hasValue(q1b),""Take a look at the formula for finding the circumference (C) of the circle: it is '2R * pi' (diameter times pi). So all you have to do is multiply 2R by pi."","""")%>"	-	-	-	-	"<%=ifThen(hasValue(q1b),""The radius of the circle is 7 ft. Therefore, the diameter is: 7 * 2&nbsp;= %(ansQ1c)% ft."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	-	-	"<%=ifThen(hasValue(q1a,q1b),""You have correctly found the areas of the semicircle and the square! Add them together to find the areas of the complex shape!"",""What are the areas of the semicircle and the square?"")%> "	-	"<%=ifThen(hasValue(q1a,q1b),""You have correctly found the areas of the circle and the rectangle! Subtract the circle from the rectangle to find the area of the complex shape!"",""What are the areas of the circle and the rectangle?"")%> "	"<%=ifThen(hasValue(q1b),""You found the circumference of the full circle correctly. Divide it by 4 to get the length of arc CD."",""Uh oh! We cannot give you more hints because either you have not entered the value of the full-circle's circumference, or you entered it incorrectly."")%>"	-	-	Subtract circle from square to find the area of the complex shape. What is the area of the circle and the square? %(gloss-area-h1)% 	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?	-	"<%=ifThen(hasValue(q1b),""You found the area of 1 semicircle correctly! Simple multiply it by 3 to get the total area of 3 semicircles combined: 39.25 * 3. Enter the expression into the highlighted area."",""Uh oh! We cannot give you more hints because either you have not entered the value of the area for 1 semicircle, or you entered it incorrectly.."")%>"	-	"Find the area of the rectangle using this formula: area(A)&nbsp;= b * h, where ""b"" represents the base, and ""h"" represents the height. What is the length of the rectangles base and height? Are they given in the problem statement?"	"To find an area of a semicircle, take the area-formula for a full circle, 'A&nbsp;= R^2 * pi', and divide by 2: '(R^2 * pi) / 2'. If you only know the length the diameter, divide it by 2 to get the length of the radius."	"To find an area of a semicircle, take the area-formula for a full circle, 'A&nbsp;= R^2 * pi', and divide by 2: '(R^2 * pi) / 2'. Do you still remember how to calculate 'R^2'? It means 'radius squared'."
%(6449686614215358080)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	What are the sides (or curves) on the purple region?	
%(6449687614219358109)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"The purple region has arc AB, segment AD, segment DC, and segment CB. If you add the lengths of all these sides (or curves), you will get the length of the perimeter."	-
%(4123855586512867086)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(-5670704555687107814)%	"<%=ifThen(hasValue(q2b),""R^2 * pi&nbsp;= 6 * 3.14. Enter the expression into the highlighted box to calculate the area of the circle."","""")%>"	"<%=ifThen(hasValue(q2b),""R^2 * pi&nbsp;= 4 * 3.14. Enter the expression into the highlighted box to calculate the area of the circle."","""")%>"	-	"<%=ifThen(hasValue(q2a),""A side of the square ABCD is 5 cm long. Therefore, ABCD's perimeter is '5+5+5+5' or '4*5' long. Enter either of the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have either not entered the value for the side of the square yet, or entered it incorrectly."")%>"	-	-	"<%=ifThen(hasValue(q2a),""The square of the radius is 12^2&nbsp;= 12 * 12&nbsp;= 144."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(q2a),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is 6*6 * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(q2a),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is 11*11 * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(q2a),ifThen(regExMatch(""radius"",""diameter""),""Looks like you know the length of the diameter. Use it to find the circumference: D * pi&nbsp;= 20 * 3.14. Enter the expression into the highlighted box."",""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= 2*%(calc-radius)% * 3.14. Enter the expression into the highlighted box.""),""Uh oh! We cannot give you anymore hints. You have not entered something that is needed for calculating the circumference in this row."")%>"	-	"<%=ifThen(hasValue(q2b),""The area of the full circle is 314 sq. cm. Half of the area gives you the area of the semicircle: 314 / 2. Enter the expression into the highlighted area."","""")%>"	"<%=ifThen(hasValue(q2b),""Find the area of the semicircle: Area(A)&nbsp;= (R^2 * pi) / 2&nbsp;= (R * R * pi) /2 , which is (3*3 * pi) / 2. Make sure you replace 'pi' with its approximate value of 3.14 when entering the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	-	"<%=ifThen(hasValue(q2b),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is 2*2 * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	-	-	"<%=ifThen(regExMatch(""side"",""side""), ""A side of the square is %(ansQ2a)% %(unt1)%. Since 2 radii fits perfectly into a side of the square, half of the length of the side is the length of the radius: %(ansQ2a)% / 2&nbsp;= %(ansQ2c)% %(unt1)%."",""The radius is %(ansQ2c)% %(unt1)% long."")%>"	"<%=ifThen(hasValue(q2b),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is 1.5*1.5 * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(q2a,q2b),""Area of the circle is '2.5^2 * pi', and the area of the %(shape2)% is '%(ansQ2b)%^2'. Therefore, the shaded area is found by: '%(shape2)%' - circle'&nbsp;= %(ansQ2b)%^2 - (2.5^2 * pi). Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints. Enter the length of the circle's radius and the square's side and then come back to this box."")%>"	-	"<%=ifThen(hasValue(q2a,q2b),""The triangle's base is 9 cm, and the height is %(ansQ2b)% cm. Find the triangle's area: (9 * %(ansQ2b)%)/2. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints. Make sure you entered the lengths for both the base and the height of the triangle before coming back to this box."")%>"	-	"<%=ifThen(hasValue(q2a,q2b),""The triangle's base is 5 cm, and the height is %(ansQ2b)% cm. Find the triangle's area: (5 * %(ansQ2b)%)/2. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints. Make sure you entered the lengths for both the base and the height of the triangle before coming back to this box."")%>"	-	-	-
%(-5970687041457540700)%	-	-	-	-	-	"Wrong! 14 is the diameter, not the radius. "	"Wrong! 12 is the radius, not the diameter."	"Wrong! 12 is the diameter, not the radius. "	"Wrong! 22 is the diameter, not the radius. "	-	-	"Wrong! 20 is the diameter, not the radius. "	"Wrong! 6 is the diameter, not the radius. "	So close. What you entered finds an area of a FULL circle. Semicircle's area is half of that.	What you entered is: 'circle' - 'square'. You cannot subtract a bigger shape from a smaller shape!	What you entered is: 'circle' - 'rectangle'. You cannot subtract a bigger shape from a smaller shape!	-	That might be the correct answer for another part.	"Wrong! 1.5 is the radius, not the diameter."	That might be the correct answer for another part.	Wrong! 13 is the base of the rectangle. It has no relationship with the semicircle's diameter.	"Wrong! EC is the height of the triangle, not the base."	"Wrong! 10 would be the diameter of the semicircle, not the radius. "	Wrong! 10 would be a side of the square. The triangle's base and height have different lengths.  	"So close. What you entered finds an area of a rectangle. The triangle's area would be half of that, like this: (7*3)/2"	Wrong! 10 is the height of the rectangle. It has no relationship with the semicircle's diameter.	"So close. What you entered finds an area of a rectangle. The triangle's area would be half of that, like this: (4.5*2)/2"
%(-5424128478464422182)%	-	-	-	-	-	-	"<%=""""%>"	"<%=ifThen(hasValue(q3b),""Looks like you know the length of the diameter. Use it to find the circumference: D * pi&nbsp;= 16 * 3.14. Enter the expression into the highlighted box."",ifThen(hasValue(q3a), ""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= 16 * 3.14. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because you have not entered the length of neither the radius nor the diameter.""))%>"	"<%=ifThen(hasValue(q3b),""Looks like you know the length of the diameter. Use it to find the circumference: D * pi&nbsp;= 24 * 3.14. Enter the expression into the highlighted box."",ifThen(hasValue(q3a), ""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= 24 * 3.14. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because you have not entered the length of neither the radius nor the diameter.""))%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Since a side of the square is twice as long as FC, it is 6 * 2&nbsp;= 12 cm long. Therefore, the area of the square is: area(A)&nbsp;= S*S&nbsp;= 12 * 12. Enter the expression into the highlighted box."	-	-	-
%(-5173198881925066425)%	Radius is a segment that connects the circle's center to its circumference. 	Radius is a segment that connects the circle's center to its circumference. 	-	"<%=ifThen(hasValue(q3c),""You found the perimeter of ABCD by multiplying the length of a side by 4. If you 'undo' the multiplication of 4 on the perimeter, you will be brought back to the length of a side (S), from the perimeter (4*S)!"",""The length of a side the square is not given. This means you must solve for it!"")%>"	-	-	"<%=ifThen(hasValue(q3c),""In question 1, you squared the radius simply by multiplying the radius by itself. You can 'undo' squaring by taking a square root."",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	"<%=ifThen(hasValue(q3c),""'Undo' the multiplication of pi by dividing pi away from the area: 200.96/pi. What next? What is left to 'undo'?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's area, or you entered it incorrectly."")%>"	"<%=ifThen(hasValue(q3c),""'Undo' the multiplication of pi by dividing pi away from the area: 452.16/pi. What next? What is left to 'undo'?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's area, or you entered it incorrectly."")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	What information is given in this question? Read question 2 again carefully.	-	-	-
%(3495396532069804863)%	-	-	-	-	-	-	"<%=ifThen(hasValue(q2c),""R^2 * pi&nbsp;= 144 * 3.14. Enter the expression into the highlighted box to calculate the area of the circle."","""")%>"	"<%=ifThen(hasValue(q2b),""Looks like you know the length of the diameter. Use an approximate value of pi to find the circumference: D * pi&nbsp;= 12 * 3.14. Enter the expression into the highlighted box."",ifThen(hasValue(q2a), ""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= 12 * 3.14. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because you have not entered the length of neither the radius nor the diameter.""))%>"	"<%=ifThen(hasValue(q2b),""Looks like you know the length of the diameter. Use an approximate value of pi to find the circumference: D * pi&nbsp;= 22 * 3.14. Enter the expression into the highlighted box."",ifThen(hasValue(q2a), ""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= 22 * 3.14. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because you have not entered the length of neither the radius nor the diameter.""))%>"	-	-	"<%=ifThen(hasValue(q2a),ifThen(regExMatch(""diameter"",""diameter""),""Looks like you know the length of the diameter. Use it to find the circumference: D * pi&nbsp;= 20 * 3.14. Enter the expression into the highlighted box."",""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= 2*%(calc-radius)% * 3.14. Enter the expression into the highlighted box.""),""Uh oh! We cannot give you anymore hints. You have not entered something that is needed for calculating the circumference in this row."")%>"	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is 6 in long. Therefore: area(A)&nbsp;= 6 * 6. Enter the expression into the highlighted box."	-	"<%=ifThen(hasValue(q2a,q2c),""Area of the complex shape is 'square' - circle'&nbsp;= %(ansQ2a)% - %(ansQ2c)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the circle and the square."")%>"	-	-	"<%=ifThen(hasValue(q2c),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is 10*10 * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is 3 in long. Therefore: area(A)&nbsp;= 3 * 3. Enter the expression into the highlighted box."	-	-	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is 9 cm long. Therefore: area(A)&nbsp;= 9 * 9. Enter the expression into the highlighted box."	-	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is 10 cm long. Therefore: area(A)&nbsp;= 10 * 10. Enter the expression into the highlighted box."	-	-	-
%(-7360931947889029914)%	-	-	"<%=ifThen(hasValue(q1a),""The square of the radius is 10^2&nbsp;= 10 * 10&nbsp;= 100."",""Uh oh! We cannot give you more hints because you have either not entered the value for the radius yet, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(q1a),""Square '10' to get the area of ABCD: 10^2&nbsp;= 10*10&nbsp;= 100 %(unt2)%."","""")%>"	"<%=ifThen(hasValue(q1a),""The square of the radius is 3^2&nbsp;= 3 * 3&nbsp;= 9."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"<%=""""%>"	-	-	-	-	"<%=ifThen(hasValue(q1a),""Take the square root of the expression '153.86/pi' by entering this expression into the highlighted box: |(153.86/pi). (Make sure you replace 'pi' with its approximated value of 3.14)."","""")%>"	-	-	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is 10 cm long. Therefore: area(A)&nbsp;= 10 * 10. Enter the expression into the highlighted box."	-	"To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is 6*6 * pi. Make sure you replace 'pi' with its approximate value of 3.14 when entering the expression into the highlighted box."	"<%=ifThen(hasValue(q1a),ifThen(regExMatch(""radius"",""diameter""),""Looks like you know the length of the diameter. Use it to find the circumference: D * pi&nbsp;= 14 * 3.14. Enter the expression into the highlighted box."",""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= (2*%(calc-radius)%) * 3.14. Enter the expression into the highlighted box.""),""Uh oh! We cannot give you anymore hints. You have not entered something that is needed for calculating the circumference in this row."")%>"	-	-	The length of one of the sides of ABCD is 12 inches long. Enter it into the highlighted box.	"<%=ifThen(regExMatch(""side"",""side""), ""The height of the rectangle is %(ansQ1a)% %(unt1)%. Therefore, the %(shape1)%'s diameter is also %(ansQ1a)% %(unt1)%, which makes the %(shape1)%'s radius: %(ansQ1a)% / 2&nbsp;= %(ansQ1b)% %(unt1)%."",""The radius is %(ansQ1b)% %(unt1)% long."")%>"	-	"<%=ifThen(hasValue(q1a),""Find the area of the semicircle: Area(A)&nbsp;= (R^2 * pi) / 2&nbsp;= (R * R * pi) /2 , which is (5*5 * pi) / 2. Make sure you replace 'pi' with its approximate value of 3.14 when entering the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	-	"Triangle 2's height is 7 in, and the base %(calc-diameter)% in.  Find the area of triangle 2: (base * height) / 2&nbsp;= (%(calc-diameter)% * 7) / 2. Enter the expression into the highlighted box."	"<%=ifThen(hasValue(q1a),""The length of arc AB is found by dividing the circumference of a full circle ( 8*pi ), and divide it by 2 like this: '(8*pi) / 2'. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because either you have not entered the semicircle's diameter, or you entered it incorrectly."")%>"	"<%=ifThen(regExMatch(""diameter"",""side""), ""A side of the triangle is %(calc-diameter)% %(unt1)%. Therefore, the %(shape1)%'s diameter is also %(calc-diameter)% %(unt1)%, which makes the %(shape1)%'s radius: %(calc-diameter)% / 2&nbsp;= %(ansQ1a)% %(unt1)%."",""The radius is %(ansQ1b)% %(unt1)% long."")%>"
%(3495398532081804813)%	-	-	-	-	-	-	"<%=ifThen(hasValue(q2c),""You've correctly entered the square of the radius. What is the last thing you must multiply to 144 in order to get the area?"",""Uh oh! We cannot give you more hints because either you have not squared the radius, or squared it incorrectly."")%>"	" You can find the circumference using either the radius or the diameter. If you only have the length of the radius, just multiply it by 2 to get the diameter."	" You can find the circumference using either the radius or the diameter. If you only have the length of the radius, just multiply it by 2 to get the diameter."	-	-	" You can find the circumference using either the radius or the diameter. If you only have the length of the radius, just multiply it by 2 to get the diameter."		-	The complex shape is made by subtracting the circle from the square.	-	-	"Quarter-circles are 1/4 of a full circle. That means, if you have 4 quarter-circles, you go back to a full circle! "		-	-		-		-	-	-
%(-6282316651985640623)%	-	-	"If you know the length of the radius, you can easily find the length of the diameter; simply multiply the length of the radius by two."	-	"<%=ifThen(hasValue(q4c),""In question 1, you found the area by multiplying radius-squared by pi. Now you must 'undo' the multiplication! What is the inverse operation of multiplication?"",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	"<%=ifThen(hasValue(q4c),""In question 1, you found the circumference by multiplying the diameter (2 radii) by pi. You can 'undo' this multiplication of pi by doing the inverse operation of multiplication."",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	-	"<%=ifThen(hasValue(q4d),""You can quickly find the length of the circumference very easily using the diameter: diameter (D) * pi&nbsp;= Circumference (C). Now, how would you 'undo' the multiplication of pi?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's circumference, or you entered it incorrectly."")%>"	"<%=ifThen(hasValue(q4d),""You can quickly find the length of the circumference very easily using the diameter: diameter (D) * pi&nbsp;= Circumference (C). Now, how would you 'undo' the multiplication of pi?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's circumference, or you entered it incorrectly."")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(-6282310651949640549)%	-	-	"<%=ifThen(hasValue(q4a),"""","""")%>"	-	"<%=ifThen(hasValue(q4c),""Now, 'undo' the multiplication of pi, by dividing the area (254.34 sq. cm) by pi: 254.34 / pi&nbsp;= 254.34 / 3.14. Enter the expression into the highlighted box."","""")%>"	"<%=ifThen(hasValue(q4c),""Divide the circumference (50.24 ft) by pi: 50.24 / pi&nbsp;= 50.24 / 3.14. Enter the expression into the highlighted box. "","""")%>"	-	"<%=ifThen(hasValue(q4d),""Solve for the radius by entering the following expression: '12.56 / pi'. (Make sure you replace 'pi' with its approximated value of 3.14)"","""")%>"	"<%=ifThen(hasValue(q4d),""Solve for the radius by entering the following expression: '94.2 / pi'. (Make sure you replace 'pi' with its approximated value of 3.14)"","""")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(6609633148811703838)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(-7869877974997033216)%	-	-	-	-	-	-	Enter the value of the circle's circumference here.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Enter the area of the red shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the red shape."	-	-	-
%(1489860584278774768)%	"<%=ifThen(hasValue(q3b),""Take a look at the formula for finding the area (A) of the circle: it is 'R^2 * pi' (radius squared times pi). So all you have to do is multiply your value of R^2 by pi."","""")%>"	"<%=ifThen(hasValue(q3b),""Take a look at the formula for finding the area (A) of the circle: it is 'R^2 * pi' (radius squared times pi). So all you have to do is multiply your value of R^2 by pi."","""")%>"	-	The perimeter of the square ABCD is given as 24 centimeters.	-	-	"<%=ifThen(hasValue(q3d),""The inverse operation of 'multiplication' is 'division'. You can 'undo' a multiplicaton of pi, by dividing by pi."",""Uh oh! We cannot give you more hints because you have not entered the correct value of the circle's area."")%>"	"The area is 200.96 square inches. Enter the expression into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	"The area is 144*pi square milimeters. Enter the expression into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Find the area of the triangle using this formula: area(A)&nbsp;= (b * h)/2, where ""b"" represents the base, and ""h"" represents the height. What is the triangle's base? What about the height?"	-	-	-
%(6449684614219358178)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"<%=ifThen(hasValue(q1a),""Arc AB = 12.56 in. Rest of the segments are simply either the height or the width of the rectangle. Add them all up, and you get the perimeter!: 12.56 + %(calc-height)% + %(calc-height)% + %(calc-base)%. Enter the expression into the highlighted area."",""Uh oh! We cannot give you anymore hints because you have not correctly entered the length of arc AB."")%>"	-
%(6193486556234359892)%	-	-	"This is step 3, the last step, of finding the area of the circle. Enter the value of the circle's area here."	Enter the perimeter of the square here. 	"This is step 3, the last step, of finding the area of the circle. Enter the value of the circle's area here."	"This is step 3, the last step, of finding the circumference of the circle. Enter the value of the circle's circumference here."	-	-	-	-	Enter the length of the circle's diameter here.	-	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	Enter the length of arc CD here. Arcs are not straight segments! Arcs are obtained by taking a piece from a full circle's circumference. 	-	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	How would you find the total area of 2 semicircles combined? Think about what shape it makes if you arrange 2 semicircles together.	-	How would you find the total area of 3 semicircles combined?	-	Enter area of the rectangle here. 	"Enter the semicircle's area here. Semicircle is a half of a full circle. This means, you can find the area of the semicircle by dividing the area of a full circle in half! "	"Enter the semicircle's area here. Semicircle is a half of a full circle. This means, you can find the area of the semicircle by dividing the area of a full circle in half!"
%(5894496482490545440)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
