Problem Name	00intro	01circleArea	02circleCirc	03square	04circle	05circle	06circle	07circle	08circle	09fence	10pool	11semicircle	12add	13add	14subtract	15subtract	16quarterCircle	17star	18shaded	19shaded	20pill	21mix	22mix	23shaded	24tail	25shaded	26icecream
%(q2d-h1)%	-	-	-	-	-	-	Enter the value of the circle's area here.	Enter the value of the circle's circumference here. %(gloss-cir-h1)%	Enter the value of the circle's circumference here. %(gloss-cir-h1)%	-	-	Imagine a full circle before it became the semicircle you see in this problem. What would be its circumference? %(gloss-cir-h1)%	Enter area of the square here. 	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	-	-	How would you find the total area of 4 quarter-circles combined? Think about what shape it makes if you arrange 4 quarter-circles together.	Enter area of the square here. 	-	-	Enter area of the square here. 	-	Enter area of the square here. 	-	-	-
%(q2d-h2)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col3.q2c),""You've correctly entered the square of the radius. What is the last thing you must multiply to %(ansQ2c)% in order to get the area?"",""Uh oh! We cannot give you more hints because either you have not squared the radius, or squared it incorrectly."")%>"	"%(gloss-cir-h2)% You can find the circumference using either the radius or the diameter. If you only have the length of the radius, just multiply it by 2 to get the diameter."	"%(gloss-cir-h2)% You can find the circumference using either the radius or the diameter. If you only have the length of the radius, just multiply it by 2 to get the diameter."	-	-	"%(gloss-cir-h2)% You can find the circumference using either the radius or the diameter. If you only have the length of the radius, just multiply it by 2 to get the diameter."	%(gloss-box-h1)%	-	The complex shape is made by subtracting the %(shape1)% from the %(shape2)%.	-	-	"Quarter-circles are 1/4 of a full circle. That means, if you have 4 quarter-circles, you go back to a full circle! %(gloss-area-h1)%"	%(gloss-box-h1)%	-	-	%(gloss-box-h1)%	-	%(gloss-box-h1)%	-	-	-
%(q2d-h3)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col3.q2c),""Take a look at the formula for finding the area (A) of the circle: it is 'R^2 * pi' (radius squared times pi). So all you have to do is multiply your value of R^2 by pi."","""")%>"	"Find the circumference with a diameter(D) : C&nbsp;= D*pi. Or, with a radius(R), C&nbsp;= 2R*pi. Remember, the only thing you really need to figure out is the length of '2R' or 'D'!"	"Find the circumference with a diameter(D) : C&nbsp;= D*pi. Or, with a radius(R), C&nbsp;= 2R*pi. Remember, the only thing you really need to figure out is the length of '2R' or 'D'!"	-	-	"Find the circumference with a diameter(D) : C&nbsp;= D*pi. Or, with a radius(R), C&nbsp;= 2R*pi. Remember, the only thing you really need to figure out is the length of '2R' or 'D'!"	%(gloss-box-h2)%	-	"<%=ifThen(hasValue(col1.q2a,col3.q2c),""You have correctly found the areas of the %(shape1)% and the %(shape2)%! Subtract the %(shape1)% from the %(shape2)% to find the area of the complex shape!"",""What are the areas of the %(shape1)% and the %(shape2)%?"")%> "	-	-	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?	%(gloss-box-h2)%	-	-	%(gloss-box-h2)%	-	%(gloss-box-h2)%	-	-	-
%(q2d-h4)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col3.q2c),""R^2 * pi&nbsp;= %(ansQ2c)% * 3.14. Enter the expression into the highlighted box to calculate the area of the circle."","""")%>"	"<%=ifThen(hasValue(col2.q2b),""Looks like you know the length of the diameter. Use an approximate value of pi to find the circumference: D * pi&nbsp;= %(ansQ2b)% * 3.14. Enter the expression into the highlighted box."",ifThen(hasValue(col1.q2a), ""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= %(ansQ2b)% * 3.14. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because you have not entered the length of neither the radius nor the diameter.""))%>"	"<%=ifThen(hasValue(col2.q2b),""Looks like you know the length of the diameter. Use an approximate value of pi to find the circumference: D * pi&nbsp;= %(ansQ2b)% * 3.14. Enter the expression into the highlighted box."",ifThen(hasValue(col1.q2a), ""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= %(ansQ2b)% * 3.14. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because you have not entered the length of neither the radius nor the diameter.""))%>"	-	-	"<%=ifThen(hasValue(col1.q2a),ifThen(regExMatch(""%(gvntype1)%"",""diameter""),""Looks like you know the length of the diameter. Use it to find the circumference: D * pi&nbsp;= %(calc-diameter)% * 3.14. Enter the expression into the highlighted box."",""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= 2*%(calc-radius)% * 3.14. Enter the expression into the highlighted box.""),""Uh oh! We cannot give you anymore hints. You have not entered something that is needed for calculating the circumference in this row."")%>"	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is %(calc-height)% %(unt1)% long. Therefore: area(A)&nbsp;= %(calc-height)% * %(calc-height)%. Enter the expression into the highlighted box."	-	"<%=ifThen(hasValue(col1.q2a,col3.q2c),""Area of the complex shape is '%(shape2)%' - %(shape1)%'&nbsp;= %(ansQ2a)% - %(ansQ2c)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the %(shape1)% and the %(shape2)%."")%>"	-	-	"<%=ifThen(hasValue(col3.q2c),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is %(ansQ2c)%*%(ansQ2c)% * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is %(calc-height)% %(unt1)% long. Therefore: area(A)&nbsp;= %(calc-height)% * %(calc-height)%. Enter the expression into the highlighted box."	-	-	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is %(calc-height)% %(unt1)% long. Therefore: area(A)&nbsp;= %(calc-height)% * %(calc-height)%. Enter the expression into the highlighted box."	-	"Find the area of the square using this formula: area(A)&nbsp;= S*S, where ""S"" represents the length of one of the sides of the square. A side of the square is %(calc-height)% %(unt1)% long. Therefore: area(A)&nbsp;= %(calc-height)% * %(calc-height)%. Enter the expression into the highlighted box."	-	-	-
%(q2e-h1)%	-	-	-	-	-	-	Enter the value of the circle's circumference here.	-	-	-	-	Enter the length of arc CD here. Arcs are not straight segments! Arcs are obtained by taking a piece from a full circle's circumference. 	Enter the area of the entire shape here. That is the area of the shape you see at 'shape C'.	-	-	-	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	-	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	-	"Enter the area of the red shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the red shape."	-	-	-
%(q2e-h2)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col2.q2b),""You've correctly entered the length of the diameter (2 radii). What is the last thing you must multiply to %(ansQ2b)% in order to get the circumference?"",""Uh oh! We cannot give you more hints because either you have not entered the length of the diameter, or entered it incorrectly."")%>"	-	-	-	-	"Arcs are obtained by taking a piece from a full circle's circumference. Since Arc CD belongs to the %(shape1)%, arc CD is the half-piece of the circumference if the %(shape1)% was a full circle."	"There are no simple formula for finding areas of complex shapes. But, not if you separate the complex shapes into simple shapes you know! Review the diagram again. See how shape C is made up by adding shape A and shape B together."	-	-	-	-	The complex shape is made by subtracting the %(shape1)%s from the %(shape2)%.	The complex shape is made by subtracting the %(shape1)% from the %(shape2)%.	-	-	The complex shape is made by addition of a %(shape1)% and a %(shape2)%.	-	The red shape is made by subtracting the %(shape1)% from the %(shape2)%.	-	-	-
%(q2e-h3)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col2.q2b),""Take a look at the formula for finding the circumference (C) of the circle: it is '2R * pi' (diameter times pi). So all you have to do is multiply 2R by pi."","""")%>"	-	-	-	-	"<%=ifThen(hasValue(col4.q2d),""You found the circumference of the full circle correctly. Divide it by 2 to get the length of arc CD."",""Uh oh! We cannot give you more hints because either you have not entered the value of the full-circle's circumference, or you entered it incorrectly."")%>"	"<%=ifThen(hasValue(col3.q2c,col4.q2d),""The area of the shape you see in shape C is found by adding the areas of the %(shape1)% (shape A) and the %(shape2)% (shape B)."",""What is the area of the semicircle you see on shape A? What about shape B?"")%> "	-	-	-	-	"<%=ifThen(hasValue(col2.q1b,col4.q1d),""You have correctly found the areas of the 4 %(shape1)%s and the %(shape2)%! Subtract 4 %(shape1)%s from the %(shape2)% to find the area of the complex shape!"",""What are the areas of the %(shape1)%s and the %(shape2)%?"")%> "	"<%=ifThen(hasValue(col3.q2c,col4.q2d),""You have correctly found the areas of the %(shape1)% and the %(shape2)%! Subtract the %(shape1)% from the %(shape2)% to find the area of the complex shape!"",""What are the areas of the %(shape1)% and the %(shape2)%?"")%> "	-	-	"<%=ifThen(hasValue(col3.q2c,col4.q2d),""You have correctly found the areas of the %(shape1)% and the %(shape2)%! Add them together to find the area of the complex shape!"",""What are the areas of the %(shape1)% and the %(shape2)%?"")%> "	-	"<%=ifThen(hasValue(col3.q2c,col4.q2d),""You have correctly found the areas of the %(shape1)% and the %(shape2)%! Subtract the %(shape1)% from the %(shape2)% to find the area of the complex shape!"",""What are the areas of the %(shape1)% and the %(shape2)%?"")%> "	-	-	-
%(q2e-h4)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col2.q2b),""2R * pi&nbsp;= %(ansQ2b)% * 3.14. Enter the expression into the highlighted box to calculate the circumference of the circle."","""")%>"	-	-	-	-	"<%=ifThen(hasValue(col4.q2d),""The circumference of the full circle is %(ansQ2d)% %(unt1)%. Half of the circumference gives you the length of arc CD on the the %(shape1)%: %(ansQ2d)% / 2. Enter the expression into the highlighted box."","""")%>"	"<%=ifThen(hasValue(col3.q2c,col4.q2d),""Area of shape C is 'shape A' + 'shape B'&nbsp;= %(ansQ2c)% + %(ansQ2d)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the %(shape1)% (shape A) and the %(shape2)% (shape B)."")%>"	-	-	-	-	"<%=ifThen(hasValue(col2.q2b,col4.q2d),""Area of the complex shape is '%(shape2)%' - '4 %(shape1)%s'&nbsp;= %(ansQ2b)% - %(ansQ2d)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the %(shape1)% and the %(shape2)%."")%>"	"<%=ifThen(hasValue(col3.q2c,col4.q2d),""Area of the complex shape is '%(shape2)%' - %(shape1)%'&nbsp;= %(ansQ2d)% - %(ansQ2c)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the %(shape1)% and the %(shape2)%."")%>"	-	-	"<%=ifThen(hasValue(col3.q2c,col4.q2d),""Area of the complex shape is '%(shape1)%' + %(shape2)%'&nbsp;= %(ansQ2c)% + %(ansQ2d)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the %(shape1)% and the %(shape2)%."")%>"	-	"<%=ifThen(hasValue(col3.q2c,col4.q2d),""Area of the complex shape is '%(shape2)%' - %(shape1)%'&nbsp;= %(ansQ2d)% - %(ansQ2c)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the %(shape1)% and the %(shape2)%."")%>"	-	-	-
%(q2f-h1)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q2f-h2)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q2f-h3)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q2f-h4)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	- 																								
%(q3a-h1)%	This is step 1 of finding the area of the circle. Enter the length of the circle's radius here. 	This is step 1 of finding the area of the circle. Enter the length of the circle's radius here. 	-	"<%=ifThen(hasValue(col3.q3c),""Solve for the length of the side (S) from the value of the perimeter (4*S) by calculating backwards from the value of the perimeter. Think of it as 'undoing' a move. How did you find the perimeter of ABCD in question 1?"",""Solve for the length of the side from the value of the perimeter."")%>"	-	-	We are taking one step back from the 'square of the radius' (R^2) to the 'radius' (R). How can you take a step back from 'R^2' to 'R'?	"You can solve for the radius (R) from the value of area (A) if you use inverse operations to ""undo"" the step you take finding the area: 1. squaring the radius, and 2. multiplying the result by pi."	"You can solve for the radius (R) from the value of area (A) if you use inverse operations to ""undo"" the step you take finding the area: 1. squaring the radius, and 2. multiplying the result by pi."	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Which segment can be the triangle's base? Either %(ansQ1a)% or %(ansQ1b)% can be the triangle's base, but in this problem, lets use %(ansQ1a)% as the base."	-	-	-
%(q3a-h2)%	Radius is a segment that connects the circle's center to its circumference. 	Radius is a segment that connects the circle's center to its circumference. 	-	"<%=ifThen(hasValue(col3.q3c),""You found the perimeter of ABCD by multiplying the length of a side by 4. If you 'undo' the multiplication of 4 on the perimeter, you will be brought back to the length of a side (S), from the perimeter (4*S)!"",""The length of a side the square is not given. This means you must solve for it!"")%>"	-	-	"<%=ifThen(hasValue(col3.q3c),""In question 1, you squared the radius simply by multiplying the radius by itself. You can 'undo' squaring by taking a square root."",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	"<%=ifThen(hasValue(col3.q3c),""'Undo' the multiplication of pi by dividing pi away from the area: %(ansQ3c)%/pi. What next? What is left to 'undo'?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's area, or you entered it incorrectly."")%>"	"<%=ifThen(hasValue(col3.q3c),""'Undo' the multiplication of pi by dividing pi away from the area: %(ansQ3c)%/pi. What next? What is left to 'undo'?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's area, or you entered it incorrectly."")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	What information is given in this question? Read question 2 again carefully.	-	-	-
%(q3a-h3)%	What information is given in this question? Read question 2 again carefully.	What information is given in this question? Read question 2 again carefully.	-	"<%=ifThen(hasValue(col3.q3c),""To 'undo' the multiplication of 4, you must apply the inverse operation of 'multiplying'. Inverse operation of 'multiply' is 'divide'!"",""You can solve for the length of a side from the value of the square's perimeter."")%>"	-	-	"<%=ifThen(hasValue(col3.q3c),""Not sure what a square root is? Look at this example: '3*3=9'. 9 is the square of 3, and 3 is the square root of 9! What is the square root of the square of the radius, %(ansQ3c)%?"",""Uh oh! We cannot give you more hints because either you have not entered the value of radius-squared, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(col3.q3c),""You still need to 'undo' the squaring. 'Undo' the squaring by taking the square root of '%(ansQ3c)%/pi'."","""")%>"	"<%=ifThen(hasValue(col3.q3c),""You still need to 'undo' the squaring. 'Undo' the squaring by taking the square root of '%(ansQ3c)%/pi'."","""")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"The length the triangle's base (%(ansQ1a)%) is given, and it is %(ansQ3a)% %(unit1word)% long. Enter it into the highlighted box."	-	-	-
%(q3a-h4)%	The radius is %(ansQ3a)% %(unit1word)% long. Enter it into the highlighted box. 	The radius is %(ansQ3a)% %(unit1word)% long. Enter it into the highlighted box. 	-	"<%=ifThen(hasValue(col3.q3c),""Divide the perimeter(%(ansQ3c)% %(unt1)%) by 4: %(ansQ3c)% / 4&nbsp;= %(ansQ3a)% %(unt1)%. Enter it into the highlighted box. The box will calculate it for you."",""Uh oh! We cannot give you more hints because you have either not entered the value for the perimeter of the square, or entered it incorrectly."")%>"	-	-	"<%=ifThen(hasValue(col3.q3c),""Take the square root of radius-squared (%(ansQ3c)%) by entering this expression into the highlighted box: |%(ansQ3c)%. (The box will calculate for you.)"","""")%>"	"<%=ifThen(hasValue(col3.q3c),""Take the square root of the expression '%(ansQ3c)%/pi' by entering this expression into the highlighted box: |(%(ansQ3c)%/pi). (Make sure you replace 'pi' with its approximated value of 3.14)."","""")%>"	"<%=ifThen(hasValue(col3.q3c),""Take the square root of the expression '%(ansQ3c)%/pi' by entering this expression into the highlighted box: |(%(ansQ3c)%/pi). (Make sure you replace 'pi' with its approximated value of 3.14)."","""")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"<%=""""%>"	-	-	-
%(q3b-h1)%	This is step 2 of finding the area of the circle. Enter the square of the length of the radius here. 	This is step 2 of finding the area of the circle. Enter the square of the length of the radius here. 	-	Enter the area of the square here. 	-	-	Enter the length of the circle's diameter here. 	Enter the length of the circle's diameter here.	Enter the length of the circle's diameter here.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Which segment can be the triangle's height? Either %(ansQ1a)% or %(ansQ1b)% can be the triangle's height, but in this problem, lets use %(ansQ1b)% as the height."	-	-	-
%(q3b-h2)%	"Do you know how to square a value? To square a value, simply multiply the number by itself! For example, '3 squared' is 9, because 3*3&nbsp;= 9. "	"Do you know how to square a value? To square a value, simply multiply the number by itself! For example, '3 squared' is 9, because 3*3&nbsp;= 9. "	-	Think about how you find an area of a regular rectangle; it is 'base' * 'height'. What is the square's base and height?	-	-	"<%=ifThen(hasValue(col1.q3a),""Remember, 2 radii make 1 diameter on a circle."",""The length the diameter is not given. This means you must find it using what is given to you. What can you use?"")%>"	"Remember, 2 radii make 1 diameter on a circle. <%=ifThen(hasValue(col1.q3a),""And looks like you do know the length of the radius. Simply double the length of the radius's length, and you will have the length of the diameter."",""But you are missing the correct value for the radius."")%>"	"Remember, 2 radii make 1 diameter on a circle. <%=ifThen(hasValue(col1.q3a),""And looks like you do know the length of the radius. Simply double the length of the radius's length, and you will have the length of the diameter."",""But you are missing the correct value for the radius."")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	What information is given in this question? Read question 2 again carefully.	-	-	-
%(q3b-h3)%	"Now, square the value of the radius by multiplying it by itself."	"Now, square the value of the radius by multiplying it by itself."	-	"<%=ifThen(hasValue(col1.q3a),""You have correctly entered the length of a side of ABCD as %(ansQ3a)% %(unt1)%. The square's base and height have the same length, so square '%(ansQ3a)%' to get the area of ABCD."",""Uh oh! We cannot give you more hints because you have either not entered the value for the side of the square yet, or entered it incorrectly."")%>"	-	-	"<%=ifThen(hasValue(col1.q3a),""You found the radius of the circle correctly. Get the length of the diameter by multiplying the length of the radius by 2: %(ansQ3a)% * 2&nbsp;= %(ansQ3b)% %(unt1)%. Enter it into the highlighted area."",""The given in question 2 is the value of area. Using this you can solve for the radius, and then multiply it by 2 to get the diameter!"")%>"	"<%=ifThen(hasValue(col1.q3a),""The radius of the circle is %(ansQ3a)% %(unt1)%. Therefore, the diameter is: %(ansQ3a)% * 2&nbsp;= %(ansQ3b)% %(unt1)%."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(col1.q3a),""The radius of the circle is %(ansQ3a)% %(unt1)%. Therefore, the diameter is: %(ansQ3a)% * 2&nbsp;= %(ansQ3b)% %(unt1)%."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"The length the triangle's height (EC) is given, and it is %(ansQ3b)% %(unit1word)% long. Enter it into the highlighted box."	-	-	-
%(q3b-h4)%	"<%=ifThen(hasValue(col1.q3a),""The square of the radius is %(ansQ3a)%^2&nbsp;= %(ansQ3a)% * %(ansQ3a)%&nbsp;= %(ansQ3b)%."",""Uh oh! We cannot give you more hints because you have either not entered the value for the radius yet, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(col1.q3a),""The square of the radius is %(ansQ3a)%^2&nbsp;= %(ansQ3a)% * %(ansQ3a)%&nbsp;= %(ansQ3b)%."",""Uh oh! We cannot give you more hints because you have either not entered the value for the radius yet, or entered it incorrectly."")%>"	-	"<%=ifThen(hasValue(col1.q3a),""Square '%(ansQ3a)%' to get the area of ABCD: %(ansQ3a)%^2&nbsp;= %(ansQ3a)%*%(ansQ3a)%&nbsp;= %(ansQ3b)% %(unt2)%."","""")%>"	-	-	"<%=ifThen(hasValue(col1.q3a),"""",""Uh oh! We cannot give you anymore hints because either you have not solved the radius, or solved it incorrectly."")%>"	"<%=""""%>"	"<%=""""%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"<%=""""%>"	-	-	-
%(q3c-h1)%	"This is step 3, the last step, of finding the area of the circle. Enter the value of the circle's area here."	"This is step 3, the last step, of finding the area of the circle. Enter the value of the circle's area here."	-	Enter the perimeter of the square here. 	-	-	We are taking one step back from the 'area' (R^2 * pi) to the 'square of the radius' (R^2). How can you take a step back from 'R^2 * pi' to 'R^2'?	Enter the value of the circle's area here. 	Enter the value of the circle's area here. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Enter area of the triangle here. %(gloss-area-h1)%	-	-	-
%(q3c-h2)%	"<%=ifThen(hasValue(col2.q3b),""You've correctly entered the square of the radius. What is the last thing you must multiply to %(ansQ3b)% in order to get the area?"",""Uh oh! We cannot give you more hints because you have either not squared the radius yet, or squared it incorrectly."")%>"	"<%=ifThen(hasValue(col2.q3b),""You've correctly entered the square of the radius. What is the last thing you must multiply to %(ansQ3b)% in order to get the area?"",""Uh oh! We cannot give you more hints because you have either not squared the radius yet, or squared it incorrectly."")%>"	-	What information is given in this question? Read question 3 again carefully.	-	-	"<%=ifThen(hasValue(col4.q3d),""In question 1, you found the area by multiplying radius-squared by pi. Now you must 'undo' the multiplication! What is the inverse operation of multiplication?"",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	What information is given in this question? Read question 2 again carefully.	What information is given in this question? Read question 2 again carefully.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	%(gloss-area-h2)%	-	-	-
%(q3c-h3)%	"<%=ifThen(hasValue(col2.q3b),""Take a look at the formula for finding the area (A) of the circle: it is 'R^2 * pi' (radius squared times pi). So all you have to do is multiply your value of R^2 by pi."","""")%>"	"<%=ifThen(hasValue(col2.q3b),""Take a look at the formula for finding the area (A) of the circle: it is 'R^2 * pi' (radius squared times pi). So all you have to do is multiply your value of R^2 by pi."","""")%>"	-	The perimeter of the square ABCD is given as %(ansQ3c)% %(unit1word)%.	-	-	"<%=ifThen(hasValue(col4.q3d),""The inverse operation of 'multiplication' is 'division'. You can 'undo' a multiplicaton of pi, by dividing by pi."",""Uh oh! We cannot give you more hints because you have not entered the correct value of the circle's area."")%>"	"The area is %(calc-gvn)% %(unit2word)%. Enter the expression into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	"The area is %(calc-gvn)% %(unit2word)%. Enter the expression into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Find the area of the triangle using this formula: area(A)&nbsp;= (b * h)/2, where ""b"" represents the base, and ""h"" represents the height. What is the triangle's base? What about the height?"	-	-	-
%(q3c-h4)%	"<%=ifThen(hasValue(col2.q3b),""R^2 * pi&nbsp;= %(ansQ2b)% * 3.14. Enter the expression into the highlighted box to calculate the area of the circle."","""")%>"	"<%=ifThen(hasValue(col2.q3b),""R^2 * pi&nbsp;= %(ansQ2b)% * 3.14. Enter the expression into the highlighted box to calculate the area of the circle."","""")%>"	-	"<%=""""%>"	-	-	"<%=ifThen(hasValue(col4.q3d),""Now, 'undo' the multiplication of pi, by dividing the area (%(ansQ3d)% %(unt2)%) by pi: %(ansQ3d)% / pi&nbsp;= %(ansQ3d)% / 3.14. Enter the expression into the highlighted box."","""")%>"	"<%=""""%>"	"<%=""""%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"<%=ifThen(hasValue(col1.q3a,col2.q3b),""The triangle's base is %(ansQ3a)% %(unt1)%, and the height is %(ansQ3b)% %(unt1)%. Find the triangle's area: (%(ansQ3a)% * %(ansQ3b)%)/2. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints. Make sure you entered the lengths for both the base and the height of the triangle before coming back to this box."")%>"	-	-	-
%(q3d-h1)%	-	-	-	-	-	-	Enter the value of the circle's area here. 	Enter the value of the circle's circumference here. %(gloss-cir-h1)%	Enter the value of the circle's circumference here. %(gloss-cir-h1)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Enter area of the square here. %(gloss-box-h1)% %(gloss-box-h2)%	-	-	-
%(q3d-h2)%	-	-	-	-	-	-	What information is given in this question? Read question 2 again carefully.	"%(gloss-cir-h2)% You can find the circumference using either radius or diameter. If you only have the length of the radius, just multiply it by 2 to get the diameter."	"%(gloss-cir-h2)% You can find the circumference using either radius or diameter. If you only have the length of the radius, just multiply it by 2 to get the diameter."	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Having trouble figure out the length of the side? Take a look at what is given in the problem: segment FC is given instead. Does this segment have any relationship with the square's side?	-	-	-
%(q3d-h3)%	-	-	-	-	-	-	"The area is %(calc-gvn)% %(unit2word)%. Enter it into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	"Find the circumference with a diameter(D) : C&nbsp;= D*pi. Or, with a radius(R), C&nbsp;= 2R*pi. Remember, the only thing you really need to figure out is the length of '2R' or 'D'!"	"Find the circumference with a diameter(D) : C&nbsp;= D*pi. Or, with a radius(R), C&nbsp;= 2R*pi. Remember, the only thing you really need to figure out is the length of '2R' or 'D'!"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Yes it does! Review this part of the problem statement again: ""Point F and E are the midpoints of the sides of the square."" This makes a side of the square twice as long as segment FC. "	-	-	-
%(q3d-h4)%	-	-	-	-	-	-	"<%=""""%>"	"<%=ifThen(hasValue(col2.q3b),""Looks like you know the length of the diameter. Use it to find the circumference: D * pi&nbsp;= %(ansQ3b)% * 3.14. Enter the expression into the highlighted box."",ifThen(hasValue(col1.q3a), ""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= %(ansQ3b)% * 3.14. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because you have not entered the length of neither the radius nor the diameter.""))%>"	"<%=ifThen(hasValue(col2.q3b),""Looks like you know the length of the diameter. Use it to find the circumference: D * pi&nbsp;= %(ansQ3b)% * 3.14. Enter the expression into the highlighted box."",ifThen(hasValue(col1.q3a), ""Looks like you don't know the length of the diameter, but you can still use the radius to find the circumference: 2R * pi&nbsp;= %(ansQ3b)% * 3.14. Enter the expression into the highlighted box."",""Uh oh! We cannot give you anymore hints because you have not entered the length of neither the radius nor the diameter.""))%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Since a side of the square is twice as long as FC, it is %(ansQ3a)% * 2&nbsp;= 12 %(unt1)% long. Therefore, the area of the square is: area(A)&nbsp;= S*S&nbsp;= 12 * 12. Enter the expression into the highlighted box."	-	-	-
%(q3e-h1)%	-	-	-	-	-	-	Enter the value of the circle's circumference here.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Enter the area of the red shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the red shape."	-	-	-
%(q3e-h2)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col2.q3b),""You've correctly entered the length of the diameter (2 radii). What is the last thing you must multiply to %(ansQ3b)% in order to get the circumference?"",""Uh oh! We cannot give you more hints because either you have not entered the length of the diameter, or entered it incorrectly."")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	The red shape is made by subtraction between a %(shape1)% and a %(shape2)%.	-	-	-
