Problem Name	1	2	3	4	5	6	7	8	9	10	11	12	13	14	circle1	circle2	circle3	0intro
%(-6909797636174641380)%	How many shapes are not blue?	How many shapes are black?	How many shapes are squares?	How many items are yellow?	How many shapes are blue?	How many shapes are green or blue?	How many items are not yellow?	How many shapes are circles?	How many items are green?	How many shapes are not yellow?	How many shapes are green?	How many shapes are red?	How many shapes are green circles or black circles?	How many shapes are black?	The areas that are NOT yellow represents the time Sally spent not doing her homework. Each space between numbers represent 1 hour. How many hours are in the area that is NOT yellow?	You are looking for what percent of the slices of mushroom pizza Sam ate. How many slices of mushroom pizza did he eat?	Cakes that are blueberry flavored and have chocolate cream on them will be Oleg's favorite also Faina's favorite.	-
%(6526599437441304790)%	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	What is the total number of hours Sally was awake? These are the hours that are NOT purple.	The next step is to figure out the total number of slices of pizza.	The next step is to figure out the total number of pieces of cake.	-
%(-4916763551291343583)%	How many shapes are purple?	How many shapes are purple?	How many shapes are not purple?	How many items are not purple?	How many shapes are yellow?	How many shapes are yellow?	How many items are blue?	How many shapes are blue?	How many items are yellow?	How many shapes are circles?	How many shapes are red?	How many shapes are circles or squares?	How many shapes are squares?	How many shapes are yellow?	The green area represents the time Sally spent eating lunch. Each space between numbers represent 1 hour. How many hours are in the green area?	You are looking for what percent of the whole pizza Sam ate. How many slices of pizza did he eat?	Faina's favorite cake is chocolate creamed cake. How many pieces of cake have chocolate cream on them?	-
%(8132912775041625003)%	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 27 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 1 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 2 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 15 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 15 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 10 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 3 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 15 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 35 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 7 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 4 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 54 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 64 and %(tot)% without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 3 and 12 without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 2 and 4 without any remainder."	"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 2 and 5 without any remainder."	-
%(-7538229578606087202)%	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.
%(4643535226599055083)%	"To make the unreduced ratio, 100/100, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 15/100, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 7/10, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 9/10, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 1/20, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 10/25, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 5/25, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 32/40, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 30/40, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 5/50, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 2/50, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 3/5, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 2/80, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 62/80, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 1/10, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 2/8, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 4/10, a reduced fraction, first find the greatest common factor of the numerator and the denominator."	"To make the unreduced ratio, 8/20, a reduced fraction, first find the greatest common factor of the numerator and the denominator."
%(1782102276672000794)%	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of items shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of items shown?	What is the total number of shapes shown?	What is the total number of items shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	What is the total number of shapes shown?	"If you count hours from 12pm to 12am, you will make ONE full circle around the clock. How many hours do you see on the clock?"	What is the total number of slices of pepperoni pizza? 	Faina's favorite is cake pieces with chocolate cream. That means only pieces with vanila cream will be left over. How many pieces of cake have vanila cream on them?	-
%(-7502023371477538785)%	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	What is the total number of hours Sally was awake? These are the hours that are NOT purple.	The next step is to figure out the total number of slices of pizza.	The next step is to figure out the total number of pieces of cake.	-
%(6424090593724061791)%	How many shapes are red?	How many shapes are green?	How many shapes are blue squares?	How many items are red?	How many shapes are not blue?	How many shapes are squares?	How many items are green or yellow?	How many shapes are black?	How many items are not yellow?	How many shapes are blue or red?	How many shapes are red circles?	How many shapes are blue?	How many shapes are purple?	How many shapes are not circles?	The red and blue areas represent the time Sally spent eating lunch and dinner. Each space between numbers represent 1 hour. How many hours are in the red and blue areas?	You are looking for what percent of the slices of pepperoni pizza Sam ate. How many slices of pepperoni pizza did he eat?	Cake pieces that will be left over after Faina eats all her favorite will have vanila cream on them. How many of the vanila creamed cake pieces are Oleg's favorite?	-
%(7493909796397156021)%	Try entering 20/100.	Try entering 5/100.	Try entering 9/10.	Try entering 6/10.	Try entering 8/20.	Try entering 5/25.	Try entering 15/25.	Try entering 5/40.	Try entering 25/40.	Try entering 25/50.	Try entering 35/50.	Try entering 5/5.	Try entering 60/80.	Try entering 18/80.	Try entering 4/10.	Try entering 1/8.	Try entering 5/10.	Try entering 12/20.
%(8132919775081624980)%	Need more help? Greatest common factor of 5 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 27 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 1 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 2 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 15 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 15 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 10 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 3 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 15 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 35 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 7 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 4 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 54 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 64 and %(tot)% is %(gcf4)%.	Need more help? Greatest common factor of 3 and 12 is %(gcf4)%.	Need more help? Greatest common factor of 2 and 4 is %(gcf4)%.	Need more help? Greatest common factor of 2 and 5 is %(gcf4)%.	-
%(-7589984068290615440)%	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."	"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator."
%(-6671137410037909552)%	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	-
%(-6671136410033909459)%	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	-
%(7206385033510767635)%	"Try entering <%=divEvaluate(fractionMake(5,100))%>."	"Try entering <%=divEvaluate(fractionMake(27,100))%>."	"Try entering <%=divEvaluate(fractionMake(1,10))%>."	"Try entering <%=divEvaluate(fractionMake(2,10))%>."	"Try entering <%=divEvaluate(fractionMake(15,20))%>."	"Try entering <%=divEvaluate(fractionMake(15,25))%>."	"Try entering <%=divEvaluate(fractionMake(10,25))%>."	"Try entering <%=divEvaluate(fractionMake(3,40))%>."	"Try entering <%=divEvaluate(fractionMake(15,40))%>."	"Try entering <%=divEvaluate(fractionMake(35,50))%>."	"Try entering <%=divEvaluate(fractionMake(7,50))%>."	"Try entering <%=divEvaluate(fractionMake(4,5))%>."	"Try entering <%=divEvaluate(fractionMake(54,80))%>."	"Try entering <%=divEvaluate(fractionMake(64,80))%>."	"Try entering <%=divEvaluate(fractionMake(3,12))%>."	"Try entering <%=divEvaluate(fractionMake(2,4))%>."	"Try entering <%=divEvaluate(fractionMake(2,5))%>."	"Try entering <%=divEvaluate(fractionMake(2,20))%>."
%(-5277913414947031063)%	Try entering 5.	Try entering 27.	Try entering 1.	Try entering 2.	Try entering 15.	Try entering 15.	Try entering 10.	Try entering 3.	Try entering 15.	Try entering 35.	Try entering 7.	Try entering 4.	Try entering 54.	Try entering 64.	Try entering 3.	Try entering 2.	Try entering 2.	Try entering 2.
%(-5800198711414975002)%	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 60/100. The percent representation is just the numerator of this ratio, 60."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 18/100. The percent representation is just the numerator of this ratio, 18."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 30/100. The percent representation is just the numerator of this ratio, 30."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 25/100. The percent representation is just the numerator of this ratio, 25."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 75/100. The percent representation is just the numerator of this ratio, 75."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 12.5/100. The percent representation is just the numerator of this ratio, 12.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 90/100. The percent representation is just the numerator of this ratio, 90."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 10/100. The percent representation is just the numerator of this ratio, 10."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 20/100. The percent representation is just the numerator of this ratio, 20."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 5/100. The percent representation is just the numerator of this ratio, 5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 55/100. The percent representation is just the numerator of this ratio, 55."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 70/100. The percent representation is just the numerator of this ratio, 70."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 25/100. The percent representation is just the numerator of this ratio, 25."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 20/100. The percent representation is just the numerator of this ratio, 20."	-
%(400963330714473731)%	Try entering 5%.	Try entering 27%.	Try entering 10%.	Try entering 20%.	Try entering 75%.	Try entering 60%.	Try entering 40%.	Try entering 7.5%.	Try entering 37.5%.	Try entering 70%.	Try entering 14%.	Try entering 80%.	Try entering 67.5%.	Try entering 80%.	Try entering 25%.	Try entering 50%.	Try entering 40%.	Try entering 10%.
%(1782103276696000857)%	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of items %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	The next step is to figure out the total number of shapes %(pictureORgraph)%.	"What is the total number of hours between 12pm and 12am? Remember, 12pm is about lunch time, and 12am is midnight."	The next step is to figure out the total number of slices of pepperoni pizza.	"What should be the ""total"" for this question? Is it the entire cake, or just a part of it? Think about which pieces Faina will eat away!"	-
%(5063027221384159020)%	Try entering 100.	Try entering 100.	Try entering 10.	Try entering 10.	Try entering 20.	Try entering 25.	Try entering 25.	Try entering 40.	Try entering 40.	Try entering 50.	Try entering 50.	Try entering 5.	Try entering 80.	Try entering 80.	Try entering 10.	Try entering 4.	Try entering 10.	Try entering 20.
%(8857369432496499059)%	"Try entering <%=divEvaluate(fractionMake(100,100))%>."	"Try entering <%=divEvaluate(fractionMake(15,100))%>."	"Try entering <%=divEvaluate(fractionMake(7,10))%>."	"Try entering <%=divEvaluate(fractionMake(9,10))%>."	"Try entering <%=divEvaluate(fractionMake(1,20))%>."	"Try entering <%=divEvaluate(fractionMake(10,25))%>."	"Try entering <%=divEvaluate(fractionMake(5,25))%>."	"Try entering <%=divEvaluate(fractionMake(32,40))%>."	"Try entering <%=divEvaluate(fractionMake(30,40))%>."	"Try entering <%=divEvaluate(fractionMake(5,50))%>."	"Try entering <%=divEvaluate(fractionMake(2,50))%>."	"Try entering <%=divEvaluate(fractionMake(3,5))%>."	"Try entering <%=divEvaluate(fractionMake(2,80))%>."	"Try entering <%=divEvaluate(fractionMake(62,80))%>."	"Try entering <%=divEvaluate(fractionMake(1,10))%>."	"Try entering <%=divEvaluate(fractionMake(2,8))%>."	"Try entering <%=divEvaluate(fractionMake(4,10))%>."	"Try entering <%=divEvaluate(fractionMake(8,20))%>."
%(6944604880002420451)%	"Try entering <%=divEvaluate(fractionMake(20,100))%>."	"Try entering <%=divEvaluate(fractionMake(5,100))%>."	"Try entering <%=divEvaluate(fractionMake(9,10))%>."	"Try entering <%=divEvaluate(fractionMake(6,10))%>."	"Try entering <%=divEvaluate(fractionMake(8,20))%>."	"Try entering <%=divEvaluate(fractionMake(5,25))%>."	"Try entering <%=divEvaluate(fractionMake(15,25))%>."	"Try entering <%=divEvaluate(fractionMake(5,40))%>."	"Try entering <%=divEvaluate(fractionMake(25,40))%>."	"Try entering <%=divEvaluate(fractionMake(25,50))%>."	"Try entering <%=divEvaluate(fractionMake(35,50))%>."	"Try entering <%=divEvaluate(fractionMake(5,5))%>."	"Try entering <%=divEvaluate(fractionMake(60,80))%>."	"Try entering <%=divEvaluate(fractionMake(18,80))%>."	"Try entering <%=divEvaluate(fractionMake(4,10))%>."	"Try entering <%=divEvaluate(fractionMake(1,8))%>."	"Try entering <%=divEvaluate(fractionMake(5,10))%>."	"Try entering <%=divEvaluate(fractionMake(12,20))%>."
%(-3024338058349351706)%	How many shapes are squares?	How many shapes are purple or yellow?	How many shapes are red or blue?	How many items are not blue?	How many shapes are green?	How many shapes are circles?	How many items are green?	How many shapes are green?	How many items are yellow or green?	How many shapes are yellow?	How many shapes are blue circles?	How many shapes are circles?	How many shapes are green circles?	How many shapes are not yellow?	The red area represents the time Sally spent eating lunch. Each space between numbers represent 1 hour. How many hours are in the red area?	You are looking for what percent of the whole pizza Sam ate. How many slices of pizza did he eat?	Oleg's favorite cake is blueberry flavored cake. How many pieces of cake are blueberry flavored?	-
%(8387754262730084157)%	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"	"Oops! You divided the percent number only by 10. Remember, percents are out of 100, so you should divide them by 100!"
%(-7589985068282615469)%	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.	The unreduced ratio is a fraction representing the target number of items divided by the total number of items.
%(3063025221482159278)%	Try entering 100.	Try entering 100.	Try entering 10.	Try entering 10.	Try entering 20.	Try entering 25.	Try entering 25.	Try entering 40.	Try entering 40.	Try entering 50.	Try entering 50.	Try entering 5.	Try entering 80.	Try entering 80.	Try entering 10.	Try entering 8.	Try entering 10.	Try entering 20.
%(28424029909116140)%	"If the ratio out 100 is 5/100, the percent is its numerator, 5."	"If the ratio out 100 is 27/100, the percent is its numerator, 27."	"If the ratio out 100 is 10/100, the percent is its numerator, 10."	"If the ratio out 100 is 20/100, the percent is its numerator, 20."	"If the ratio out 100 is 75/100, the percent is its numerator, 75."	"If the ratio out 100 is 60/100, the percent is its numerator, 60."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	"If the ratio out 100 is 7.5/100, the percent is its numerator, 7.5."	"If the ratio out 100 is 37.5/100, the percent is its numerator, 37.5."	"If the ratio out 100 is 70/100, the percent is its numerator, 70."	"If the ratio out 100 is 14/100, the percent is its numerator, 14."	"If the ratio out 100 is 80/100, the percent is its numerator, 80."	"If the ratio out 100 is 67.5/100, the percent is its numerator, 67.5."	"If the ratio out 100 is 80/100, the percent is its numerator, 80."	"If the ratio out 100 is 25/100, the percent is its numerator, 25."	"If the ratio out 100 is 50/100, the percent is its numerator, 50."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	-
%(1964226286467535299)%	Try entering 100/100.	Try entering 15/100.	Try entering 7/10.	Try entering 9/10.	Try entering 1/20.	Try entering 10/25.	Try entering 5/25.	Try entering 32/40.	Try entering 30/40.	Try entering 5/50.	Try entering 2/50.	Try entering 3/5.	Try entering 2/80.	Try entering 62/80.	Try entering 1/10.	Try entering 2/8.	Try entering 4/10.	Try entering 8/20.
